,Number,Autor,Publication,Title,Journal,IF,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h","Current density, mA/cm2",Type of reactor," Energy efficiency, %",Сarbon efficiency (equivalent to single-pass carbon efficiency (SPCE),"Loading, μg/cm2","Capacitance, (uF/cm2)","ECSA, cm2",R,"BET surface, m2/g"
326,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,CH4,2.05,,-4.11,H-cell,,,,13530.0,,,
327,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C2H4,5.63,,-4.11,H-cell,,,,13530.0,,,
328,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C2H5OH,3.92,,-4.11,H-cell,,,,13530.0,,,
329,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,H2,62.12,,-6.37,H-cell,,,,13530.0,,,
330,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,CO,6.31,,-6.37,H-cell,,,,13530.0,,,
331,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,CH4,2.56,,-6.37,H-cell,,,,13530.0,,,
332,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C2H4,8.7,,-6.37,H-cell,,,,13530.0,,,
333,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C2H5OH,5.97,,-6.37,H-cell,,,,13530.0,,,
334,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,H2,63.31,,-9.27,H-cell,,,,13530.0,,,
335,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,CO,3.92,,-9.27,H-cell,,,,13530.0,,,
336,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,CH4,4.44,,-9.27,H-cell,,,,13530.0,,,
337,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,C2H4,8.7,,-9.27,H-cell,,,,13530.0,,,
338,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,C2H5OH,3.75,,-9.27,H-cell,,,,13530.0,,,
339,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,75.6,,-12.02,H-cell,,,,13530.0,,,
340,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CO,2.73,,-12.02,H-cell,,,,13530.0,,,
341,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH4,7.0,,-12.02,H-cell,,,,13530.0,,,
342,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H4,7.34,,-12.02,H-cell,,,,13530.0,,,
343,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H5OH,2.56,,-12.02,H-cell,,,,13530.0,,,
344,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,79.52,,-16.69,H-cell,,,,13530.0,,,
345,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,1.02,,-16.69,H-cell,,,,13530.0,,,
346,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CH4,5.8,,-16.69,H-cell,,,,13530.0,,,
347,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,4.44,,-16.69,H-cell,,,,13530.0,,,
348,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H5OH,1.37,,-16.69,H-cell,,,,13530.0,,,
349,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,H2,88.23,,-20.73,H-cell,,,,13530.0,,,
350,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CO,1.37,,-20.73,H-cell,,,,13530.0,,,
351,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CH4,4.78,,-20.73,H-cell,,,,13530.0,,,
352,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,2.0,nanorod,,1.5,3.2,4.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C2H4,3.58,,-20.73,H-cell,,,,13530.0,,,
353,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.8,H2,48.49,,-6.37,H-cell,,,,13530.0,,,
354,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.8,CO,20.9,,-6.37,H-cell,,,,13530.0,,,
355,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.8,C2H4,12.71,,-6.37,H-cell,,,,13530.0,,,
356,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,H2,45.99,,-9.44,H-cell,,,,13530.0,,,
357,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,CO,17.89,,-9.44,H-cell,,,,13530.0,,,
358,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C2H4,15.89,,-9.44,H-cell,,,,13530.0,,,
359,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-0.9,C2H5OH,1.17,,-9.44,H-cell,,,,13530.0,,,
360,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,H2,44.15,,-12.5,H-cell,,,,13530.0,,,
361,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,CO,14.05,,-12.5,H-cell,,,,13530.0,,,
362,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C2H4,24.25,,-12.5,H-cell,,,,13530.0,,,
363,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C2H5OH,4.85,,-12.5,H-cell,,,,13530.0,,,
364,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,H2,42.64,,-16.21,H-cell,,,,13530.0,,,
365,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,CO,9.87,,-16.21,H-cell,,,,13530.0,,,
366,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,CH4,2.84,,-16.21,H-cell,,,,13530.0,,,
367,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,C2H4,33.95,,-16.21,H-cell,,,,13530.0,,,
368,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.1,C2H5OH,9.36,,-16.21,H-cell,,,,13530.0,,,
369,6.0,"Xintong Yuan, Sai Chen, Dongfang Cheng, Lulu Li, Wenjin Zhu, Dazhong Zhong, Prof. Dr. Zhi-Jian Zhao, Prof. Dr. Jingkun Li, Tuo Wang, Prof. Dr. Jinlong Gong",2021.0,Controllable Cu0-Cu+ Sites for Electrocatalytic Reduction of Carbon Dioxide,Angewandte Chemie International,16.1,https://doi.org/10.1002/anie.202105118,,,Cu2O,CuSiO3,15.0,nanorod,,1.5,3.8,6.5,,,,,,,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,50.17,,-20.73,H-cell,,,,13530.0,,,
